metric,month,value
value_usd_m,2021-12-01,216.671438341313
value_usd_m,2022-01-01,169.11224868237073
value_usd_m,2022-02-01,154.89415747088853
value_usd_m,2022-03-01,174.24565823813842
value_usd_m,2022-04-01,243.08139695658744
value_usd_m,2022-05-01,234.6908351697238
value_usd_m,2022-06-01,300.58605067871247
value_usd_m,2022-07-01,328.3850571709002
value_usd_m,2022-08-01,368.5915814098776
value_usd_m,2022-09-01,537.3614842440546
value_usd_m,2022-10-01,324.5820589100555
value_usd_m,2022-11-01,207.16758630524296
value_usd_m,2022-12-01,237.33713272021998
value_usd_m,2023-01-01,244.56538361156473
value_usd_m,2023-02-01,230.3529588854195
value_usd_m,2023-03-01,223.40921548988317
value_usd_m,2023-04-01,268.4151403627409
value_usd_m,2023-05-01,284.12270881877015
value_usd_m,2023-06-01,286.3359003524438
value_usd_m,2023-07-01,366.50467899235883
value_usd_m,2023-08-01,330.2653134637258
value_usd_m,2023-09-01,534.1938770971278
value_usd_m,2023-10-01,342.6701288344208
value_usd_m,2023-11-01,200.20305273266658
value_usd_m,2023-12-01,186.577817350024
value_usd_m,2024-01-01,199.0167584404884
value_usd_m,2024-02-01,189.59419249382267
